[2026-02-12 14:28:50] [INFO    ] discord.client: logging in using static token
[2026-02-12 14:31:32] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.36, close - 275.5, bid - 274.29\nSOFI last price - 20.52, close - 20.55, bid - 20.51\nTSLA last price - 431.51, close - 428.27, bid - 431.41\nNVDA last price - 192.97, close - 190.05, bid - 192.45\nAMD last price - nan, close - nan, bid - nan', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:17.845000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471514003510399059', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10979674216135023012'}
[2026-02-12 14:31:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 25, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:22.743000+00:00', 'pinned': False, 'nonce': '13472766171568743277', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471514024054096086', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.35, close - 275.5, bid - 274.15\nSOFI last price - 20.58, close - 20.55, bid - 20.56\nTSLA last price - 431.72, close - 428.27, bid - 432.43\nNVDA last price - 192.38, close - 190.05, bid - 192.5\nAMD last price - 215.16, close - 213.58, bid - 215.09', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:37] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:37] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.35, close - 275.5, bid - 274.15\nSOFI last price - 20.58, close - 20.55, bid - 20.56\nTSLA last price - 431.72, close - 428.27, bid - 432.43\nNVDA last price - 192.38, close - 190.05, bid - 192.5\nAMD last price - 215.16, close - 213.58, bid - 215.09","components":[],"nonce":"13472766171568743277","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:37] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.35, close - 275.5, bid - 274.15\nSOFI last price - 20.58, close - 20.55, bid - 20.56\nTSLA last price - 431.72, close - 428.27, bid - 432.43\nNVDA last price - 192.38, close - 190.05, bid - 192.5\nAMD last price - 215.16, close - 213.58, bid - 215.09', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:22.743000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471514024054096086', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '13472766171568743277'}
[2026-02-12 14:31:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 26, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:27.608000+00:00', 'pinned': False, 'nonce': '7233462189169589834', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471514044459389099', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.21, close - 275.5, bid - 274.2\nSOFI last price - 20.55, close - 20.55, bid - 20.54\nTSLA last price - 433.39, close - 428.27, bid - 433.13\nNVDA last price - 192.5, close - 190.05, bid - 192.62\nAMD last price - 215.38, close - 213.58, bid - 215.38', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:42] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:42] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.21, close - 275.5, bid - 274.2\nSOFI last price - 20.55, close - 20.55, bid - 20.54\nTSLA last price - 433.39, close - 428.27, bid - 433.13\nNVDA last price - 192.5, close - 190.05, bid - 192.62\nAMD last price - 215.38, close - 213.58, bid - 215.38","components":[],"nonce":"7233462189169589834","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:42] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.21, close - 275.5, bid - 274.2\nSOFI last price - 20.55, close - 20.55, bid - 20.54\nTSLA last price - 433.39, close - 428.27, bid - 433.13\nNVDA last price - 192.5, close - 190.05, bid - 192.62\nAMD last price - 215.38, close - 213.58, bid - 215.38', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:27.608000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471514044459389099', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7233462189169589834'}
[2026-02-12 14:31:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 27, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:32.487000+00:00', 'pinned': False, 'nonce': '17424779497205723779', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471514064923656377', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.28, close - 275.5, bid - 274.05\nSOFI last price - 20.51, close - 20.55, bid - 20.5\nTSLA last price - 433.37, close - 428.27, bid - 433.57\nNVDA last price - 192.63, close - 190.05, bid - 192.47\nAMD last price - 215.45, close - 213.58, bid - 215.48', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:47] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:47] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.28, close - 275.5, bid - 274.05\nSOFI last price - 20.51, close - 20.55, bid - 20.5\nTSLA last price - 433.37, close - 428.27, bid - 433.57\nNVDA last price - 192.63, close - 190.05, bid - 192.47\nAMD last price - 215.45, close - 213.58, bid - 215.48","components":[],"nonce":"17424779497205723779","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:47] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.28, close - 275.5, bid - 274.05\nSOFI last price - 20.51, close - 20.55, bid - 20.5\nTSLA last price - 433.37, close - 428.27, bid - 433.57\nNVDA last price - 192.63, close - 190.05, bid - 192.47\nAMD last price - 215.45, close - 213.58, bid - 215.48', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:32.487000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471514064923656377', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '17424779497205723779'}
[2026-02-12 14:31:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 28, 'op': 0, 'd': {'user_id': '1288620605905834026', 'timestamp': 1770906695, 'member': {'user': {'username': 'eyesbot', 'public_flags': 0, 'primary_guild': None, 'id': '1288620605905834026', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6726c8c8cf5ca85d7974a47ae105b9fb'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-18T22:46:41.081000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1440473315608363060', 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:50] [DEBUG   ] discord.client: Dispatching event typing
[2026-02-12 14:31:50] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-02-12 14:31:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 29, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:37.363000+00:00', 'pinned': False, 'nonce': '12089484709148952159', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471514085374824600', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.1, close - 275.5, bid - 274.05\nSOFI last price - 20.48, close - 20.55, bid - 20.47\nTSLA last price - 433.68, close - 428.27, bid - 433.39\nNVDA last price - nan, close - nan, bid - nan\nAMD last price - 215.25, close - 213.58, bid - 215.1', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:52] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:53] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 29.
[2026-02-12 14:31:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-02-12 14:31:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.1, close - 275.5, bid - 274.05\nSOFI last price - 20.48, close - 20.55, bid - 20.47\nTSLA last price - 433.68, close - 428.27, bid - 433.39\nNVDA last price - nan, close - nan, bid - nan\nAMD last price - 215.25, close - 213.58, bid - 215.1","components":[],"nonce":"12089484709148952159","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.1, close - 275.5, bid - 274.05\nSOFI last price - 20.48, close - 20.55, bid - 20.47\nTSLA last price - 433.68, close - 428.27, bid - 433.39\nNVDA last price - nan, close - nan, bid - nan\nAMD last price - 215.25, close - 213.58, bid - 215.1', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:37.363000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471514085374824600', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12089484709148952159'}
[2026-02-12 14:31:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 30, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:43.783000+00:00', 'pinned': False, 'nonce': '2337003583604643494', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471514112302518379', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.08, close - 275.5, bid - 274.03\nSOFI last price - 20.45, close - 20.55, bid - 20.44\nTSLA last price - 433.5, close - 428.27, bid - 433.82\nNVDA last price - 192.53, close - 190.05, bid - 192.56\nAMD last price - 215.38, close - 213.58, bid - 215.16', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:58] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:58] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.08, close - 275.5, bid - 274.03\nSOFI last price - 20.45, close - 20.55, bid - 20.44\nTSLA last price - 433.5, close - 428.27, bid - 433.82\nNVDA last price - 192.53, close - 190.05, bid - 192.56\nAMD last price - 215.38, close - 213.58, bid - 215.16","components":[],"nonce":"2337003583604643494","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:58] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.08, close - 275.5, bid - 274.03\nSOFI last price - 20.45, close - 20.55, bid - 20.44\nTSLA last price - 433.5, close - 428.27, bid - 433.82\nNVDA last price - 192.53, close - 190.05, bid - 192.56\nAMD last price - 215.38, close - 213.58, bid - 215.16', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:43.783000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471514112302518379', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2337003583604643494'}
[2026-02-12 14:32:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 31, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:48.512000+00:00', 'pinned': False, 'nonce': '10729432130454434223', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471514132137119756', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.14, close - 275.5, bid - 273.88\nSOFI last price - 20.5, close - 20.55, bid - 20.49\nTSLA last price - 433.88, close - 428.27, bid - 434.16\nNVDA last price - 192.58, close - 190.05, bid - 192.8\nAMD last price - 216.56, close - 213.58, bid - 216.37', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:32:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:32:03] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:32:03] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.14, close - 275.5, bid - 273.88\nSOFI last price - 20.5, close - 20.55, bid - 20.49\nTSLA last price - 433.88, close - 428.27, bid - 434.16\nNVDA last price - 192.58, close - 190.05, bid - 192.8\nAMD last price - 216.56, close - 213.58, bid - 216.37","components":[],"nonce":"10729432130454434223","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:32:03] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.14, close - 275.5, bid - 273.88\nSOFI last price - 20.5, close - 20.55, bid - 20.49\nTSLA last price - 433.88, close - 428.27, bid - 434.16\nNVDA last price - 192.58, close - 190.05, bid - 192.8\nAMD last price - 216.56, close - 213.58, bid - 216.37', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:48.512000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471514132137119756', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10729432130454434223'}
[2026-02-12 14:32:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 32, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:53.303000+00:00', 'pinned': False, 'nonce': '1523949542413187073', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471514152232161447', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 273.52, close - 275.5, bid - 273.51\nSOFI last price - 20.48, close - 20.55, bid - 20.48\nTSLA last price - 434.18, close - 428.27, bid - 434.07\nNVDA last price - 192.76, close - 190.05, bid - 192.71\nAMD last price - 216.36, close - 213.58, bid - 216.18', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:32:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:32:07] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:32:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 273.52, close - 275.5, bid - 273.51\nSOFI last price - 20.48, close - 20.55, bid - 20.48\nTSLA last price - 434.18, close - 428.27, bid - 434.07\nNVDA last price - 192.76, close - 190.05, bid - 192.71\nAMD last price - 216.36, close - 213.58, bid - 216.18","components":[],"nonce":"1523949542413187073","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:32:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 273.52, close - 275.5, bid - 273.51\nSOFI last price - 20.48, close - 20.55, bid - 20.48\nTSLA last price - 434.18, close - 428.27, bid - 434.07\nNVDA last price - 192.76, close - 190.05, bid - 192.71\nAMD last price - 216.36, close - 213.58, bid - 216.18', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:53.303000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471514152232161447', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '1523949542413187073'}
[2026-02-12 14:32:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 33, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:58.013000+00:00', 'pinned': False, 'nonce': '16305684921243223324', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471514171987333322', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 273.56, close - 275.5, bid - 273.6\nSOFI last price - 20.49, close - 20.55, bid - 20.48\nTSLA last price - 434.15, close - 428.27, bid - 433.57\nNVDA last price - 192.75, close - 190.05, bid - 192.62\nAMD last price - 216.04, close - 213.58, bid - 215.92', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:32:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:32:12] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:32:12] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 273.56, close - 275.5, bid - 273.6\nSOFI last price - 20.49, close - 20.55, bid - 20.48\nTSLA last price - 434.15, close - 428.27, bid - 433.57\nNVDA last price - 192.75, close - 190.05, bid - 192.62\nAMD last price - 216.04, close - 213.58, bid - 215.92","components":[],"nonce":"16305684921243223324","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:32:12] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 273.56, close - 275.5, bid - 273.6\nSOFI last price - 20.49, close - 20.55, bid - 20.48\nTSLA last price - 434.15, close - 428.27, bid - 433.57\nNVDA last price - 192.75, close - 190.05, bid - 192.62\nAMD last price - 216.04, close - 213.58, bid - 215.92', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:58.013000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471514171987333322', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '16305684921243223324'}
[2026-02-12 14:32:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 34, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:32:02.803000+00:00', 'pinned': False, 'nonce': '10683968132941539588', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471514192077914113', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - nan, close - nan, bid - nan\nSOFI last price - 20.48, close - 20.55, bid - 20.49\nTSLA last price - 433.72, close - 428.27, bid - 433.86\nNVDA last price - 192.62, close - 190.05, bid - 192.54\nAMD last price - 215.89, close - 213.58, bid - 215.69', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:32:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:32:17] [DEBUG   ] discord.client: Dispatching event message
